year,ticker,com_name,size,capex,total_debt,d_to_e,ocf,total_equity,ld_to_e,sich
2019,CNR,CORE NATURAL RESOURCES INC,2693.802,169.739,788.002,1.376675198,244.566,572.395,0,1220
2020,CNR,CORE NATURAL RESOURCES INC,2523.366,86.004,712.803,1.287766093,129.331,553.519,0,1220
2021,CNR,CORE NATURAL RESOURCES INC,2573.517,132.752,673.938,1.001672084,305.569,672.813,0,1220
2022,CNR,CORE NATURAL RESOURCES INC,2704.377,171.506,404.176,0.346686384,650.99,1165.826,1,1220
2023,CNR,CORE NATURAL RESOURCES INC,2675.003,167.791,212.327,0.158047017,857.949,1343.442,1,1220
2024,CNR,CORE NATURAL RESOURCES INC,2879.543,177.988,213.737,0.136290393,476.39,1568.247,1,1220
2014,CNX,CNX RESOURCES CORPORATION,11759.53,1493.425,3288.894,0.617116037,936.78,5329.458,0,1311
2015,CNX,CNX RESOURCES CORPORATION,10929.902,1022.567,2754.855,0.567335684,505.849,4855.776,1,1311
2016,CNX,CNX RESOURCES CORPORATION,9183.981,226.82,2774.069,0.703919776,469.285,3940.888,0,1311
2017,CNX,CNX RESOURCES CORPORATION,6931.913,632.846,2214.484,0.567831116,648.687,3899.899,1,1311
2018,CNX,CNX RESOURCES CORPORATION,8592.17,1116.397,2398.501,0.471983924,885.823,5081.743,1,1311
2019,CNX,CNX RESOURCES CORPORATION,9060.806,1192.599,2941.449,0.592758129,980.56,4962.309,1,1311
2020,CNX,CNX RESOURCES CORPORATION,8041.764,487.291,2537.744,0.573833839,795.071,4422.437,1,1311
2021,CNX,CNX RESOURCES CORPORATION,8100.751,465.861,2272.506,0.614145497,926.357,3700.273,0,1311
2022,CNX,CNX RESOURCES CORPORATION,8515.773,565.754,2388.127,0.809408089,1235.014,2950.461,0,1311
2023,CNX,CNX RESOURCES CORPORATION,8626.657,679.404,2365.058,0.542317996,814.588,4361.017,1,1311
2024,CNX,CNX RESOURCES CORPORATION,8511.903,540.332,2292.269,0.559358765,815.779,4098.03,1,1311
2014,COP,CONOCOPHILLIPS,116539,17085,22565,0.431676009,16735,52273,1,1311
2015,COP,CONOCOPHILLIPS,97484,10050,24880,0.620727509,7572,40082,0,1311
2016,COP,CONOCOPHILLIPS,89772,4869,27275,0.774286039,4403,35226,0,1311
2017,COP,CONOCOPHILLIPS,73362,4591,19703,0.639687023,7077,30801,0,1311
2018,COP,CONOCOPHILLIPS,69980,6750,14968,0.466816367,12934,32064,1,1311
2019,COP,CONOCOPHILLIPS,70514,6636,15827,0.451554922,11104,35050,1,1311
2020,COP,CONOCOPHILLIPS,62618,4715,15854,0.531140072,4802,29849,1,1311
2021,COP,CONOCOPHILLIPS,90661,5324,20601,0.453706559,16996,45406,1,1311
2022,COP,CONOCOPHILLIPS,93829,10159,17188,0.358060955,28314,48003,1,1311
2023,COP,CONOCOPHILLIPS,95924,11248,19634,0.398425293,19965,49279,1,1311
2024,COP,CONOCOPHILLIPS,122780,12118,25348,0.391196987,20124,64796,1,1311
2014,CPE,CALLON PETROLEUM CO/DE,876.77,455.479,335,0.772361004,94.387,433.735,0,1311
2015,CPE,CALLON PETROLEUM CO/DE,788.594,259.537,328.565,0.905741569,86.852,362.758,0,1311
2016,CPE,CALLON PETROLEUM CO/DE,2267.587,844.711,390.219,0.225117428,118.567,1733.402,1,1311
2017,CPE,CALLON PETROLEUM CO/DE,2693.296,1138.295,620.196,0.334163449,229.891,1855.966,1,1311
2018,CPE,CALLON PETROLEUM CO/DE,3979.173,1329.966,1189.473,0.486450641,467.654,2445.208,1,1311
2019,CPE,CALLON PETROLEUM CO/DE,7194.838,682.806,3268.196,1.013926066,476.316,3223.308,0,1311
2020,CPE,CALLON PETROLEUM CO/DE,4362.868,677.154,3010.015,4.233483169,559.775,711.002,0,1311
2021,CPE,CALLON PETROLEUM CO/DE,5547.503,1072.219,2735.261,1.466024179,974.143,1865.768,0,1311
2022,CPE,CALLON PETROLEUM CO/DE,6146.081,1021.238,2303.986,0.746732862,1501.517,3085.422,0,1311
2023,CPE,CALLON PETROLEUM CO/DE,6711.476,1256.921,1993.448,0.499440667,1092.529,3991.361,1,1311
2014,CRC,CALIFORNIA RESOURCES CORP,12497,2020,6360,2.435848334,2371,2611,0,1311
2020,CRC,CALIFORNIA RESOURCES CORP,3074,47,639,0.540609137,106,1182,1,1311
2021,CRC,CALIFORNIA RESOURCES CORP,3846,194,637,0.377369668,660,1688,1,1311
2022,CRC,CALIFORNIA RESOURCES CORP,3967,379,662,0.355150215,690,1864,1,1311
2023,CRC,CALIFORNIA RESOURCES CORP,3998,185,610,0.274898603,653,2219,1,1311
2024,CRC,CALIFORNIA RESOURCES CORP,7135,255,1226,0.34652346,610,3538,1,1311
2021,CRGY,CRESCENT ENERGY CO,5157.462,270.683,1037.823,1.494035794,233.147,694.644,0,1311
2022,CRGY,CRESCENT ENERGY CO,6019.849,1219.327,1258.311,1.459264912,1012.372,862.291,0,1311
2023,CRGY,CRESCENT ENERGY CO,6803.335,1430.604,1705.674,0.983375132,935.769,1734.51,0,1311
2024,CRGY,CRESCENT ENERGY CO,9160.649,1244.284,3056.406,0.973492108,1223.086,3139.631,0,1311
2018,CRK,COMSTOCK RESOURCES INC,2187.84,319.892,1244.363,2.184737285,188.037,569.571,0,1311
2019,CRK,COMSTOCK RESOURCES INC,4657.122,486.781,2503.641,1.644314185,451.237,1522.605,0,1311
2020,CRK,COMSTOCK RESOURCES INC,4623.983,509.69,2520.173,1.747967953,575.701,1441.773,0,1311
2021,CRK,COMSTOCK RESOURCES INC,4668.229,689.21,2621.754,2.207274249,859.005,1187.779,0,1311
2022,CRK,COMSTOCK RESOURCES INC,5694.255,1067.8,2243.367,0.984661026,1698.388,2278.314,0,1311
2023,CRK,COMSTOCK RESOURCES INC,6253.623,1425.086,2711.898,1.137927258,1016.846,2383.191,0,1311
2024,CRK,COMSTOCK RESOURCES INC,6382.097,1097.478,3025.757,1.296635932,620.337,2333.544,0,1311
2014,CRK.5,COMSTOCK RESOURCES INC -OLD,2274.337,634.787,1070.445,1.230011996,400.984,870.272,0,1311
2014,CRZO,CARRIZO OIL & GAS INC,2981.476,954.315,1351.346,1.224665388,501.619,1103.441,0,1311
2015,CRZO,CARRIZO OIL & GAS INC,2026.905,677.769,1255.676,2.827755183,377.367,444.054,0,1311
2016,CRZO,CARRIZO OIL & GAS INC,1626.327,634.45,1325.418,56.5017478,272.768,23.458,0,1311
2017,CRZO,CARRIZO OIL & GAS INC,2778.304,1350.485,1629.209,2.784215914,422.981,585.159,0,1311
2018,CRZO,CARRIZO OIL & GAS INC,3185.1,1173.682,1633.591,1.413965409,653.555,1155.326,0,1311
2014,CTRA,COTERRA ENERGY INC,5437.716,1479.632,1752,0.817647369,1236.435,2142.733,0,1311
2015,CTRA,COTERRA ENERGY INC,5261.899,955.602,2025,1.007869846,740.737,2009.188,0,1311
2016,CTRA,COTERRA ENERGY INC,5122.569,375.153,1520.53,0.592183488,392.377,2567.667,1,1311
2017,CTRA,COTERRA ENERGY INC,4727.344,764.558,1521.891,0.602990604,898.16,2523.905,1,1311
2018,CTRA,COTERRA ENERGY INC,4198.829,894.47,1226.104,0.587169847,1104.903,2088.159,1,1311
2019,CTRA,COTERRA ENERGY INC,4487.245,788.368,1255.826,0.583701412,1445.791,2151.487,1,1311
2020,CTRA,COTERRA ENERGY INC,4523.532,575.847,1167.543,0.526939257,778.235,2215.707,1,1311
2021,CTRA,COTERRA ENERGY INC,19900,728,3463,0.293773329,1667,11788,1,1311
2022,CTRA,COTERRA ENERGY INC,20154,1710,2599,0.205130229,5456,12670,1,1311
2023,CTRA,COTERRA ENERGY INC,20415,2099,2526,0.193607726,3658,13047,1,1311
2024,CTRA,COTERRA ENERGY INC,21625,1771,3802,0.28956588,2795,13130,1,1311
2014,CVI,CVR ENERGY INC,3462.5,218.4,674.9,0.40285322,640.3,1675.3,1,2911
2015,CVI,CVR ENERGY INC,3305.8,218.7,673.5,0.420805998,536.8,1600.5,1,2911
2016,CVI,CVR ENERGY INC,4050.2,132.7,1164.6,0.681211979,267.5,1709.6,0,2911
2017,CVI,CVR ENERGY INC,3806.7,118.6,1166.5,0.684565728,166.9,1704,0,2911
2018,CVI,CVR ENERGY INC,3907,102,1170,0.62633833,620,1868,0,2911
2019,CVI,CVR ENERGY INC,3905,121,1243,0.745203837,747,1668,0,2911
2020,CVI,CVR ENERGY INC,3978,124,1729,1.418375718,90,1219,0,2911
2021,CVI,CVR ENERGY INC,3906,244,1697,2.203896104,396,770,0,2911
2022,CVI,CVR ENERGY INC,4119,191,1631,2.061946903,967,791,0,2911
2023,CVI,CVR ENERGY INC,4707,205,2234,2.1522158,948,1038,0,2911
2024,CVI,CVR ENERGY INC,4263,179,1990,2.240990991,404,888,0,2911
2014,CVRR,CVR REFINING LP,2417.8,191.3,581.4,0.400937866,715.8,1450.1,1,2911
2015,CVRR,CVR REFINING LP,2195.2,194.7,580,0.452629936,473.7,1281.4,1,2911
2016,CVRR,CVR REFINING LP,2331.9,102.3,541.5,0.417598519,267.8,1296.7,1,2911
2017,CVRR,CVR REFINING LP,2269.9,99.7,540.6,0.43358999,177.9,1246.8,1,2911
2014,CVX,CHEVRON CORP,266026,35407,24050,0.153978142,31475,156191,1,2911
2015,CVX,CHEVRON CORP,266103,29504,35168,0.22853281,19456,153886,1,2911
2016,CVX,CHEVRON CORP,260078,18109,41553,0.283209062,12846,146722,1,2911
2017,CVX,CHEVRON CORP,253806,13404,33571,0.224827383,20515,149319,1,2911
2018,CVX,CHEVRON CORP,253863,13792,28733,0.184609553,30618,155642,1,2911
2019,CVX,CHEVRON CORP,237428,14116,27594,0.190030852,27314,145208,1,2911
2020,CVX,CHEVRON CORP,239790,8922,46859,0.353370134,10577,132606,1,2911
2021,CVX,CHEVRON CORP,239535,8056,34664,0.247945352,29187,139805,1,2911
2022,CVX,CHEVRON CORP,257709,11974,25451,0.158969394,49602,160100,1,2911
2023,CVX,CHEVRON CORP,261632,15829,25601,0.158262396,35609,161763,1,2911
2024,CVX,CHEVRON CORP,256938,16448,25263,0.164948386,31492,153157,1,2911
2014,CWEI,CLAYTON WILLIAMS ENERGY INC,1510.885,422.473,706.397,1.77578596,258.121,397.794,0,1311
2015,CWEI,CLAYTON WILLIAMS ENERGY INC,1294.769,179.827,750.558,2.505216991,52.159,299.598,0,1311
2016,CWEI,CLAYTON WILLIAMS ENERGY INC,1494.639,111.541,848.366,5.28474874,10.727,160.531,0,1311
2014,CXO,CONCHO RESOURCES INC,11799.963,2589.234,3517.32,0.666059687,1673.787,5280.788,0,1311
2015,CXO,CONCHO RESOURCES INC,12641.876,2511.403,3332.188,0.479965938,897.505,6942.551,1,1311
2016,CXO,CONCHO RESOURCES INC,12119.326,2457.872,2740.58,0.359529106,1384.448,7622.693,1,1311
2017,CXO,CONCHO RESOURCES INC,13732,2533,2691,0.301850813,1695,8915,1,1311
2018,CXO,CONCHO RESOURCES INC,26294,2722,4194,0.223465473,2558,18768,1,1311
2019,CXO,CONCHO RESOURCES INC,24732,3240,3989,0.224327972,2836,17782,1,1311
2014,DCP,DCP MIDSTREAM LP,5739,338,2311,0.763714475,524,3026,0,1311
2015,DCP,DCP MIDSTREAM LP,5477,281,2424,0.864171123,650,2805,0,1311
2016,DCP,DCP MIDSTREAM LP,5161,37,2250,0.854538549,575,2633,0,1311
2017,DCP,DCP MIDSTREAM LP,13878,375,4707,0.632831406,896,7438,0,1311
2018,DCP,DCP MIDSTREAM LP,14266,595,5307,0.727285186,662,7297,0,1311
2019,DCP,DCP MIDSTREAM LP,14127,519,6036,0.909995477,859,6633,0,1311
2020,DCP,DCP MIDSTREAM LP,12957,160,5724,0.976625149,1099,5861,0,1311
2021,DCP,DCP MIDSTREAM LP,13380,108,5552,0.944860449,646,5876,0,1311
2022,DCP,DCP MIDSTREAM LP,13334,246,4990,0.826706428,1882,6036,0,1311
2023,DEC,DIVERSIFIED ENERGY CO PLC,3474.022,336.581,1307.749,2.185372905,410.132,598.41,0,1311
2024,DEC,DIVERSIFIED ENERGY CO PLC,4003.525,340.589,1737.842,3.740866548,345.663,464.556,0,1311
2014,DEN,DENBURY INC,12727.802,1075.904,3571.37,0.626132567,1222.825,5703.856,0,1311
2015,DEN,DENBURY INC,5919.824,556.303,3310.347,2.650584669,864.304,1248.912,0,1311
2016,DEN,DENBURY INC,4274.578,249.324,2993.098,6.389392206,219.223,468.448,0,1311
2017,DEN,DENBURY INC,4471.299,356.452,3084.274,4.758470451,267.143,648.165,0,1311
2018,DEN,DENBURY INC,4723.222,346.174,2769.336,2.425461364,529.685,1141.777,0,1311
2019,DEN,DENBURY INC,4691.867,292.557,2383.697,1.687861079,494.143,1412.259,0,1311
2020,DEN,DENBURY INC,1634.758,130.23,158.818,0.150728693,153.734,1053.668,1,1311
2021,DEN,DENBURY INC,1902.953,231.113,56.771,0.050001321,317.158,1135.39,1,1311
2022,DEN,DENBURY INC,2327.499,401.428,49.107,0.032041273,520.745,1532.617,1,1311
2014,DINO,HF SINCLAIR CORP,9230.64,564.821,1054.89,0.172912406,758.596,6100.719,1,2911
2015,DINO,HF SINCLAIR CORP,8388.299,676.155,1040.04,0.1790156,979.626,5809.773,1,2911
2016,DINO,HF SINCLAIR CORP,9435.661,479.79,2235.137,0.421566074,602.271,5301.985,1,2911
2017,DINO,HF SINCLAIR CORP,10692.154,272.259,2498.993,0.423777926,951.39,5896.94,1,2911
2018,DINO,HF SINCLAIR CORP,10994.601,311.029,2411.54,0.373357791,1554.416,6459.059,1,2911
2019,DINO,HF SINCLAIR CORP,12164.841,293.763,2931.205,0.450301609,1548.611,6509.426,1,2911
2020,DINO,HF SINCLAIR CORP,11506.864,330.16,3533.453,0.617498715,457.931,5722.203,0,2911
2021,DINO,HF SINCLAIR CORP,12916.613,813.409,3559.156,0.565442178,406.682,6294.465,1,2911
2022,DINO,HF SINCLAIR CORP,18125.483,524.007,3680.696,0.367423963,3777.159,10017.572,1,2911
2023,DINO,HF SINCLAIR CORP,17716.265,385.413,3181.237,0.310749672,2297.235,10237.298,1,2911
2024,DINO,HF SINCLAIR CORP,16643,470,3098,0.331478707,1110,9346,1,2911
2014,DK,DELEK US HOLDINGS INC,2891.4,256.9,589.7,0.492072764,316.9,1198.4,1,2911
2015,DK,DELEK US HOLDINGS INC,3324.9,214.1,975.7,0.720658837,180,1353.9,0,2911
2016,DK,DELEK US HOLDINGS INC,2985.1,46.3,832.9,0.70435518,268.2,1182.5,0,2911
2017,DK,DELEK US HOLDINGS INC,5935.2,172,1465.6,0.746156196,332.1,1964.2,0,2911
2018,DK,DELEK US HOLDINGS INC,5760.6,322,1783.3,0.986283944,560.3,1808.1,0,2911
2019,DK,DELEK US HOLDINGS INC,7016.3,413,2251.9,1.226992862,575.2,1835.3,0,2911
2020,DK,DELEK US HOLDINGS INC,6134.1,269.4,2530.4,2.249044529,-282.9,1125.1,0,2911
2021,DK,DELEK US HOLDINGS INC,6728,222.2,2423.9,2.558205805,371.4,947.5,0,2911
2022,DK,DELEK US HOLDINGS INC,8192.8,311.4,3225.7,3.016082281,425.3,1069.5,0,2911
2023,DK,DELEK US HOLDINGS INC,7171.8,419.6,2765.7,2.881838074,1013.6,959.7,0,2911
2024,DK,DELEK US HOLDINGS INC,6665.8,427.7,2863.2,4.977746871,-66.8,575.2,0,2911
2014,DO,DIAMOND OFFSHRE DRILLING INC,8021.289,2032.764,2244.488,0.504202232,992.831,4451.563,1,1381
2015,DO,DIAMOND OFFSHRE DRILLING INC,7164.889,830.655,1994.773,0.485019342,736.427,4112.77,1,1381
2016,DO,DIAMOND OFFSHRE DRILLING INC,6371.877,652.673,2085.084,0.556002532,646.554,3750.134,1,1381
2017,DO,DIAMOND OFFSHRE DRILLING INC,6250.57,139.581,1972.225,0.522546003,493.808,3774.261,1,1381
2018,DO,DIAMOND OFFSHRE DRILLING INC,6035.694,222.406,1973.922,0.550659157,232.058,3584.653,1,1381
2019,DO,DIAMOND OFFSHRE DRILLING INC,5834.044,326.09,2129.665,0.658888191,9.089,3232.21,0,1381
2022,DO,DIAMOND OFFSHRE DRILLING INC,1527.956,60.023,539.024,0.793067224,8.864,679.67,0,1381
2023,DO,DIAMOND OFFSHRE DRILLING INC,1712.553,131.449,700.549,1.086373441,11.78,644.851,0,1381
2014,DVN,DEVON ENERGY CORP,50637,13450,10330,0.392164307,5981,26341,1,1311
2015,DVN,DEVON ENERGY CORP,29532,6415,12487,1.136318136,5383,10989,0,1311
2016,DVN,DEVON ENERGY CORP,25913,3971,10154,0.978698795,1746,10375,0,1311
2017,DVN,DEVON ENERGY CORP,30241,2805,10406,0.737804878,2909,14104,0,1311
2018,DVN,DEVON ENERGY CORP,19566,2506,5947,0.647398215,2704,9186,0,1311
2019,DVN,DEVON ENERGY CORP,13717,1941,4555,0.769425676,2071,5920,0,1311
2020,DVN,DEVON ENERGY CORP,9912,1161,4553,1.50811527,1354,3019,0,1311
2021,DVN,DEVON ENERGY CORP,21025,2007,6760,0.71922545,4899,9399,0,1311
2022,DVN,DEVON ENERGY CORP,23721,5125,6718,0.594723796,8530,11296,1,1311
2023,DVN,DEVON ENERGY CORP,24490,3947,6483,0.530654007,6544,12217,1,1311
2024,DVN,DEVON ENERGY CORP,30489,7453,9256,0.629488575,6600,14704,0,1311
2014,DWSN,DAWSON GEOPHYSICAL CO,262.639,35.281,11.685,0.058562622,10.446,199.53,1,1382
2015,DWSN,DAWSON GEOPHYSICAL CO,247.787,6.846,10.691,0.05097798,20.612,209.718,1,1382
2016,DWSN,DAWSON GEOPHYSICAL CO,187.666,8.251,2.357,0.013792982,8.742,170.884,1,1382
2017,DWSN,DAWSON GEOPHYSICAL CO,165.238,8.675,7.865,0.055680628,-6.703,141.252,1,1382
2018,DWSN,DAWSON GEOPHYSICAL CO,150.685,15.745,12.78,0.109215834,12.871,117.016,1,1382
2019,DWSN,DAWSON GEOPHYSICAL CO,127.608,4.396,11.298,0.109513886,9.48,103.165,1,1382
2020,DWSN,DAWSON GEOPHYSICAL CO,103.377,2.847,6.106,0.067118078,19.641,90.974,1,1382
2021,DWSN,DAWSON GEOPHYSICAL CO,74.038,0.505,4.948,0.079197145,-16.05,62.477,1,1382
2022,DWSN,DAWSON GEOPHYSICAL CO,60.541,0.894,4.726,0.11496266,-8.961,41.109,1,1382
2023,DWSN,DAWSON GEOPHYSICAL CO,57.519,3.721,5.324,0.169370745,0.814,31.434,1,1382
2014,DYN.2,DYNEGY INC,11232,132,7106,2.350645055,163,3023,0,1311
2015,DYN.2,DYNEGY INC,11539,275,7289,2.497088044,94,2919,0,1311
2016,DYN.2,DYNEGY INC,13053,326,8979,4.40362923,676,2039,0,1311
2017,DYN.2,DYNEGY INC,11771,224,8433,4.454833597,585,1893,0,1311
2017,EGC,ENERGY XXI GULF COAST INC,1076.982,59.223,73.973,0.450527431,45.638,164.192,1,1311
2014,EGY,VAALCO ENERGY INC,248.849,92.179,15,0.083119531,23.39,180.463,1,1311
2015,EGY,VAALCO ENERGY INC,123.958,88.944,15,0.575241601,38.875,26.076,1,1311
2017,EGY,VAALCO ENERGY INC,79.633,1.813,8.975,0.872290796,6.659,10.289,0,1311
2019,EGY,VAALCO ENERGY INC,211.537,10.348,33.361,0.304055778,26.472,109.72,1,1311
2020,EGY,VAALCO ENERGY INC,141.232,24.328,22.561,0.367096228,27.45,61.458,1,1311
2021,EGY,VAALCO ENERGY INC,263.09,39.063,10.229,0.070888515,50.117,144.297,1,1311
2022,EGY,VAALCO ENERGY INC,855.641,159.897,89.059,0.191070681,128.846,466.105,1,1311
2023,EGY,VAALCO ENERGY INC,823.216,97.223,90.801,0.189649987,223.597,478.782,1,1311
2014,EMESQ,EMERGE ENERGY SERVICES LP,436.968,77.884,222.904,1.436338916,86.161,155.189,0,1400
2015,EMESQ,EMERGE ENERGY SERVICES LP,420.048,35.474,295.938,3.957554361,47.325,74.778,0,1400
2016,EMESQ,EMERGE ENERGY SERVICES LP,249.904,13.523,142.492,2.607069672,-47.326,54.656,0,1400
2017,EMESQ,EMERGE ENERGY SERVICES LP,308.892,7.448,185.721,3.781811888,-2.103,49.109,0,1400
2014,ENGCQ,ENGLOBAL CORP,51.656,0.438,0.7,0.024111325,3.767,29.032,1,1400
2015,ENGCQ,ENGLOBAL CORP,52.2,1.005,0.605,0.015120464,-2.847,40.012,1,1400
2016,ENGCQ,ENGLOBAL CORP,44.436,0.064,0.243,0.006602184,9.565,36.806,1,1400
2017,ENGCQ,ENGLOBAL CORP,29.252,0.713,0.063,0.002990175,-5.104,21.069,1,1400
2018,ENGCQ,ENGLOBAL CORP,22.306,0.107,0.002,0.000129124,-3.428,15.489,1,1400
2019,ENGCQ,ENGLOBAL CORP,28.686,0.345,2.499,0.178194524,2.665,14.024,1,1400
2020,ENGCQ,ENGLOBAL CORP,30.438,0.428,8.589,0.630477868,-0.519,13.623,0,1400
2021,ENGCQ,ENGLOBAL CORP,42.069,0.24,6.436,0.228299812,-13.664,28.191,1,1400
2022,ENGCQ,ENGLOBAL CORP,30.023,0.602,9.066,0.878062954,-14.536,10.325,0,1400
2014,ENLK,ENLINK MIDSTREAM PARTNERS LP,8592.7,763.6,2022.5,0.3415116,482.8,5922.2,1,4923
2015,ENLK,ENLINK MIDSTREAM PARTNERS LP,8115.8,572.3,3089.8,0.696764009,645.6,4434.5,0,4923
2016,ENLK,ENLINK MIDSTREAM PARTNERS LP,9153.4,663,3268,0.704249634,662.6,4640.4,0,4923
2017,ENLK,ENLINK MIDSTREAM PARTNERS LP,9414,790.8,3467.8,0.721631464,706.5,4805.5,0,4923
2018,ENLK,ENLINK MIDSTREAM PARTNERS LP,9571.3,843.1,4319.6,1.008286455,856.8,4284.1,0,4923
2014,ENRJ,ENERJEX RESOURCES INC,76.058,7.395,23.012,0.500249995,2.642,46.001,1,1311
2014,ENSV,ENSERVCO CORP,58.283,23.955,29.777,1.650518264,6.225,18.041,0,1389
2015,ENSV,ENSERVCO CORP,47.192,4.533,21.611,1.208195896,12.144,17.887,0,1389
2016,ENSV,ENSERVCO CORP,42.37,5.165,23.803,1.651266042,-1.997,14.415,0,1389
2017,ENSV,ENSERVCO CORP,44.25,1.766,29.729,3.614468085,-3.989,8.225,0,1389
2018,ENSV,ENSERVCO CORP,49.021,1.781,36.175,7.860712734,1.336,4.602,0,1389
2020,ENSV,ENSERVCO CORP,30.183,0.361,25.569,10.0074364,-4.443,2.555,0,1389
2021,ENSV,ENSERVCO CORP,25.148,0.593,16.652,3.117184575,-4.774,5.342,0,1389
2022,ENSV,ENSERVCO CORP,19.838,0.22,13.042,11.15654405,-2.246,1.169,0,1389
2014,EOG,EOG RESOURCES INC,34762.687,8246.805,5909.933,0.33365734,8649.155,17712.582,1,1311
2015,EOG,EOG RESOURCES INC,26975.244,5013.163,6660.264,0.514582863,3595.165,12943.035,1,1311
2016,EOG,EOG RESOURCES INC,29459.433,2582.795,6986.358,0.499682976,2359.063,13981.581,1,1311
2017,EOG,EOG RESOURCES INC,29833.078,4124.242,6387.071,0.392247369,4265.336,16283.273,1,1311
2018,EOG,EOG RESOURCES INC,33934.474,6076.475,6083.262,0.314150121,7768.608,19364.188,1,1311
2019,EOG,EOG RESOURCES INC,37124.608,6422.526,5974.808,0.27609105,8163.18,21640.716,1,1311
2020,EOG,EOG RESOURCES INC,35804.601,3464.7,6752.494,0.332604255,5007.783,20301.887,1,1311
2021,EOG,EOG RESOURCES INC,38236,3850,5907,0.26632101,8791,22180,1,1311
2022,EOG,EOG RESOURCES INC,41371,5000,5958,0.240445539,11093,24779,1,1311
2023,EOG,EOG RESOURCES INC,43857,6185,4800,0.170879316,11340,28090,1,1311
2024,EOG,EOG RESOURCES INC,47186,6372,5792,0.197335696,12143,29351,1,1311
2022,EONR,EON RESOURCES INC,64.708,16.892,26.879,0.942990457,18.651,28.504,0,1311
2023,EONR,EON RESOURCES INC,100.726,7.008,41.644,1.360648239,8.675,30.606,0,1311
2014,EOXLQ,EMERALD OIL INC,689.06,479.761,226.5,0.703649971,56.831,321.893,0,1311
2022,EP,EMPIRE PETROLEUM CORP,71.545,13.444,8.003,0.344422448,18.056,23.236,1,1311
2023,EP,EMPIRE PETROLEUM CORP,92.616,17.546,6.678,0.191040165,-9.888,34.956,1,1311
2014,EPD,ENTERPRISE PRODCT PARTNRS LP,47100.7,2892.9,21363.8,1.084886402,4162.2,19692.2,0,1311
2015,EPD,ENTERPRISE PRODCT PARTNRS LP,48952,3830.7,22690.6,1.106799147,4002.4,20501.1,0,1311
2016,EPD,ENTERPRISE PRODCT PARTNRS LP,52194,3025.1,23697.7,1.064299829,4066.8,22266,0,1311
2017,EPD,ENTERPRISE PRODCT PARTNRS LP,54418.1,3147.9,24568.7,1.078880575,4666.3,22772.4,0,1311
2018,EPD,ENTERPRISE PRODCT PARTNRS LP,56969.8,4223.2,26178.2,1.07763809,6126.3,24292.2,0,1311
2019,EPD,ENTERPRISE PRODCT PARTNRS LP,61733.2,4531.7,27837.1,1.077808537,6520.5,25827.5,0,1311
2020,EPD,ENTERPRISE PRODCT PARTNRS LP,64106.7,3287.9,30214.3,1.188290262,5891.5,25426.7,0,1311
2021,EPD,ENTERPRISE PRODCT PARTNRS LP,67525.6,2223.2,29910.2,1.129206654,8512.5,26487.8,0,1311
2022,EPD,ENTERPRISE PRODCT PARTNRS LP,68108,1964,28696,1.034052827,8039,27751,0,1311
2023,EPD,ENTERPRISE PRODCT PARTNRS LP,70982,3266,28696,0.996112191,7569,28808,0,1311
2024,EPD,ENTERPRISE PRODCT PARTNRS LP,77168,4544,32371,1.092175849,8115,29639,0,1311
2014,EPEGQ,EP ENERGY CORP,10219,2033,4598,1.0574977,1186,4348,0,1311
2015,EPEGQ,EP ENERGY CORP,5833,1433,4812,7.773828756,1327,619,0,1311
2016,EPEGQ,EP ENERGY CORP,4761,533,3789,6.252475248,784,606,0,1311
2017,EPEGQ,EP ENERGY CORP,4900,541,4043,10.31377551,375,392,0,1311
2020,EPM,EVOLUTION PETROLEUM CORP,92.138,11.063,0.139,0.001875236,12.397,74.124,1,1311
2021,EPM,EVOLUTION PETROLEUM CORP,76.706,18.77,4.085,0.074823702,4.733,54.595,1,1311
2022,EPM,EVOLUTION PETROLEUM CORP,148.047,54.873,21.276,0.28174908,52.46,75.514,1,1311
2023,EPM,EVOLUTION PETROLEUM CORP,128.317,6.992,0.184,0.001997959,51.272,92.094,1,1311
2024,EPM,EVOLUTION PETROLEUM CORP,162.877,49.633,39.656,0.488813835,22.729,81.127,1,1311
2014,ERINQ,ERIN ENERGY CORP,638.443,128.51,160.385,0.480187422,-33.547,334.005,1,1311
2014,EROC,EAGLE ROCK ENERGY PARTNRS LP,794.275,136.694,263.343,0.677897907,109.224,388.47,0,1311
2014,ESCRQ,ESCALERA RESOURCES CO,127.879,5.446,47.515,0.807007711,8.712,58.878,0,1311
2015,ESESQ,ECO-STIM ENERGY SOLUTIONS,62.9,13.472,27.184,0.883716394,-18.615,30.761,0,1311
2016,ESESQ,ECO-STIM ENERGY SOLUTIONS,47.303,4.591,23.293,1.54739919,-5.277,15.053,0,1311
2017,ESESQ,ECO-STIM ENERGY SOLUTIONS,103.669,35.379,9.057,0.124613035,-14.492,72.681,1,1311
2014,ESTE,EARTHSTONE ENERGY INC,451.388,103.198,11.191,0.035355482,75.788,316.528,1,1311
2015,ESTE,EARTHSTONE ENERGY INC,264.944,70.144,11.191,0.055990554,-10.44,199.873,1,1311
2016,ESTE,EARTHSTONE ENERGY INC,316.512,28.534,14.297,0.059211371,1.712,241.457,1,1311
2017,ESTE,EARTHSTONE ENERGY INC,834.417,121.038,25,0.034447978,50.951,725.732,1,1311
